Id;Pregunta;Tema;Dificultad;Tipo;A;B;C;D;Correcta
1785;¿Cuántos sensores en red con 5 nodos?;Internet de les Coses;Media;Calculo;5;1;≤5;10;C
1786;¿Cuántos dispositivos en máscara /28?;Internet de les Coses;Media;Calculo;28;256;16;14;D
1787;¿Cuántos dispositivos en red con /24?;Internet de les Coses;Media;Calculo;255;256;254;24;C
1788;¿Cuántos sensores en red con 5 nodos?;Internet de les Coses;Media;Calculo;≤5;1;10;5;A
1789;Cartera vol 15% rf 2% E(R)=11% ¿Sharpe?;Internet de les Coses;Dificil;Calculo;0.6;Ninguna de las anteriores;1.5;0.73;A
1790;Precio pasa de 100 a 110 ¿rendimiento simple?;Internet de les Coses;Dificil;Calculo;1;10%;0.1;0.01;B
1791;Cartera 60% A 40% B E(Ra)=10% E(Rb)=5% ¿E(Rp)?;Internet de les Coses;Dificil;Calculo;8%;6%;7.5%;7%;A
1792;Precios 100 105 102 ¿rendimiento log día 2 a 3?;Internet de les Coses;Dificil;Calculo;2.9%;-0.029;0.029;-2.9%;B
1793;¿Cuál es T(n) si T(n)=2T(n/2)+n según teorema maestro?;Internet de les Coses;Dificil;Calculo;O(n log n);O(log n);O(n);O(n²);A
1794;Subasta primer precio valor 100 ¿oferta racional?;Internet de les Coses;Dificil;Calculo;Ninguna de las anteriores;100;0;Menor que 100;D
1795;Portfolio 60% A 40% B A+10% B-5% ¿rendimiento?;Internet de les Coses;Dificil;Calculo;4;2.5;4%;5;C
1796;¿Cuál es P(6) en un dado cargado donde P(1)=0.5 y el resto igual?;Internet de les Coses;Dificil;Calculo;0.1;1;0;0.5;A
1797;¿Cuál es el intervalo de confianza al 95% con media 10 y s=2 y n=25?;Internet de les Coses;Dificil;Calculo;10 más o menos 2;10 más o menos 4;10;Aproximadamente 10 más o menos 0.8;D
1798;"¿Cuál es la media de 1; 1; 1; 1; 1?";Internet de les Coses;Dificil;Calculo;0;1;2;5;B
1799;Throughput 100 paq/s, tamaño 64 bytes. ¿Bytes/s?;Internet de les Coses;Dificil;Calculo;100;640;64;6400;D
1800;Throughput 100 paq/s, tamaño 64 bytes. ¿Bytes/s?;Internet de les Coses;Dificil;Calculo;6400;64;640;100;A
1801;¿Qué es una ley científica?;Modelització i Inferència;Facil;Teoria;Hipótesis;Teoría;Modelo;Descripción de relación constante en la naturaleza;D
1802;¿Qué es el VaR (Value at Risk)?;Modelització i Inferència;Facil;Teoria;Rendimiento;Valor esperado;Volatilidad;Pérdida máxima esperada a un nivel de confianza;D
1803;¿Qué es un bien complementario?;Modelització i Inferència;Facil;Teoria;Sustitutivo;Normal;Inferior;Bien que se consume junto con otro;D
1804;¿Qué es un análisis exploratorio?;Modelització i Inferència;Facil;Teoria;Validación;Inferencia;Modelado;Explorar datos sin hipótesis previas;D
1805;¿Qué es un contraste de hipótesis?;Modelització i Inferència;Facil;Teoria;Estimación puntual;Regresión;Decidir entre H0 y H1 con datos;IC;C
1806;¿Qué es un intervalo de confianza?;Modelització i Inferència;Facil;Teoria;Margen de error;Intervalo de predicción;Rango que contiene el parámetro con cierta probabilidad;Desviación estándar;C
1807;¿Qué es un contraste de hipótesis?;Modelització i Inferència;Facil;Teoria;Regresión;Decidir entre H0 y H1 con datos;Estimación puntual;IC;B
1808;¿Qué es la verosimilitud?;Modelització i Inferència;Facil;Teoria;Probabilidad a priori;Probabilidad a posteriori;Probabilidad de datos dado el modelo;Evidencia;C
1809;¿Qué es un intervalo de confianza?;Modelització i Inferència;Facil;Teoria;Margen de error;Rango que contiene el parámetro con cierta probabilidad;Intervalo de predicción;Desviación estándar;B
1810;¿Qué es un intervalo de confianza?;Modelització i Inferència;Facil;Teoria;Rango que contiene el parámetro con cierta probabilidad;Intervalo de predicción;Desviación estándar;Margen de error;A
1811;¿Qué es un intervalo de confianza?;Modelització i Inferència;Facil;Teoria;Margen de error;Desviación estándar;Intervalo de predicción;Rango que contiene el parámetro con cierta probabilidad;D
1812;¿Qué es un intervalo de confianza?;Modelització i Inferència;Media;Teoria;Rango que contiene el parámetro con cierta probabilidad;Margen de error;Intervalo de predicción;Desviación estándar;A
1813;¿Qué es un contraste de hipótesis?;Modelització i Inferència;Media;Teoria;Estimación puntual;Decidir entre H0 y H1 con datos;IC;Regresión;B
1814;¿Qué es la estadística descriptiva?;Modelització i Inferència;Media;Teoria;Resumir y describir datos con medidas y gráficos;Inferencia;Probabilidad;Modelado;A
1815;¿Qué es la validación cruzada?;Modelització i Inferència;Media;Teoria;Bootstrap;Simple;Holdout;Dividir en folds y rotar entrenamiento/test;D
1816;¿Qué es un intervalo de confianza?;Modelització i Inferència;Media;Teoria;Margen de error;Desviación estándar;Intervalo de predicción;Rango que contiene el parámetro con cierta probabilidad;D
1817;¿Qué es el enfoque bayesiano?;Modelització i Inferència;Media;Teoria;MLE;Actualizar creencias con datos;Frecuentista;Momentos;B
1818;¿Qué es la verosimilitud?;Modelització i Inferència;Media;Teoria;Probabilidad de datos dado el modelo;Probabilidad a priori;Probabilidad a posteriori;Evidencia;A
1819;¿Qué es el estadístico t?;Modelització i Inferència;Media;Teoria;Z-score;F;Chi-cuadrado;Razón estimación/error estándar;D
1820;¿Qué es el criterio AIC?;Modelització i Inferència;Media;Teoria;F-test;R² ajustado;Balance ajuste-complejidad;P-valor;C
1821;¿Qué es la verosimilitud?;Modelització i Inferència;Media;Teoria;Probabilidad de datos dado el modelo;Probabilidad a posteriori;Probabilidad a priori;Evidencia;A
1822;¿Qué es un análisis exploratorio?;Modelització i Inferència;Media;Teoria;Modelado;Inferencia;Explorar datos sin hipótesis previas;Validación;C
1823;¿Qué es la potencia de un contraste?;Modelització i Inferència;Media;Teoria;Nivel de significación;P(rechazar H0 cuando H1 es cierta);P-valor;P(error tipo I);B
1824;¿Cómo se define un análisis exploratorio?;Modelització i Inferència;Dificil;Teoria;Validación;Modelado;Explorar datos sin hipótesis previas;Inferencia;C
1825;¿Qué es la distribución t de Student?;Modelització i Inferència;Dificil;Teoria;Chi-cuadrado;Usada cuando σ desconocida y muestras pequeñas;F;Normal;B
1826;¿Cómo se define un intervalo de confianza?;Modelització i Inferència;Dificil;Teoria;Desviación estándar;Intervalo de predicción;Margen de error;Rango que contiene el parámetro con cierta probabilidad;D
1827;¿Cómo se define un contraste de hipótesis?;Modelització i Inferència;Dificil;Teoria;Estimación puntual;Regresión;Decidir entre H0 y H1 con datos;IC;C
1828;¿Qué es la razón de verosimilitud?;Modelització i Inferència;Dificil;Teoria;De probabilidades;De odds;Cociente de verosimilitudes bajo H0 y H1;De Bayes;C
1829;¿Qué es el criterio de información de Akaike?;Modelització i Inferència;Dificil;Teoria;Para estimación;Para contrastes;Para intervalos;Criterio para comparar modelos;D
1830;¿Qué es el contraste de hipótesis?;Modelització i Inferència;Dificil;Teoria;Una regresión;Un intervalo;Procedimiento para decidir entre hipótesis;Una estimación;C
1831;En modelo de regresión con multicolinealidad severa, ¿qué afecta a los coeficientes?;Modelització i Inferència;Dificil;Teoria;Inconsistencia;Sesgo;Alta varianza;No normalidad;C
1832;En inferencia bayesiana, si el prior es conjugado con el likelihood, que propiedad tiene el posterior?;Modelització i Inferència;Dificil;Teoria;Es del mismo tipo que el prior;Es siempre normal;No depende del prior;Es insesgado;A
1833;¿Qué es la razón de verosimilitud en contrastes?;Modelització i Inferència;Dificil;Teoria;Cociente de máximas verosimilitudes;Estadístico t;Potencia;P-valor;A
1834;En modelo de regresión con multicolinealidad severa, ¿qué afecta a los coeficientes?;Modelització i Inferència;Dificil;Teoria;Sesgo;Inconsistencia;Alta varianza;No normalidad;C
1835;En un test de hipótesis, si potencia=0.8 y α=0.05, ¿qué significa?;Modelització i Inferència;Dificil;Teoria;P(aceptar H1|H0 cierta)=0.05;P(rechazar H0|H1 cierta)=0.8;P(no rechazar H0|H1 cierta)=0.2;P(rechazar H0|H0 cierta)=0.05;B
1836;En un test de hipótesis, si potencia=0.8 y α=0.05, ¿qué significa?;Modelització i Inferència;Dificil;Teoria;P(rechazar H0|H1 cierta)=0.8;P(rechazar H0|H0 cierta)=0.05;P(aceptar H1|H0 cierta)=0.05;P(no rechazar H0|H1 cierta)=0.2;A
1837;Correlación entre X y X?;Modelització i Inferència;Facil;Calculo;No definida;-1;0;1;D
1838;Si p-valor=0.03 y α=0.05, ¿rechazar H0?;Modelització i Inferència;Facil;Calculo;Sí;Depende;No se puede;No;A
1839;"¿Cuál es la media de 0; 10; 20?";Modelització i Inferència;Facil;Calculo;15;0;20;10;D
1840;Suma 1+2+...+10?;Modelització i Inferència;Facil;Calculo;45;100;50;55;D
1841;Si p-valor=0.03 y α=0.05, ¿rechazar H0?;Modelització i Inferència;Facil;Calculo;Sí;No se puede;No;Depende;A
1842;Correlación entre X y X?;Modelització i Inferència;Facil;Calculo;-1;1;0;No definida;B
1843;R² en regresión perfecta?;Modelització i Inferència;Facil;Calculo;1;∞;0;-1;A
1844;Correlación entre X y X? (variante);Modelització i Inferència;Facil;Calculo;-1;0;No definida;1;D
1845;R² en regresión perfecta? (variante);Modelització i Inferència;Facil;Calculo;∞;1;-1;0;B
1846;Correlación entre X y X? (variante);Modelització i Inferència;Facil;Calculo;-1;0;No definida;1;D
1847;¿Qué indica p-valor muy alto?;Modelització i Inferència;Facil;Calculo;No hay evidencia contra H0;H0 falsa;Error;Rechazar H0;A
1848;Media de 10, 20, 30?;Modelització i Inferència;Facil;Calculo;15;20;25;60;B
1849;¿Qué indica p-valor menor que 0.05?;Modelització i Inferència;Facil;Calculo;H0 es cierta;Aceptar H0;No decidir;Rechazar H0 (con α=0.05);D
1850;IC 95% para media, n=100, s=10. Margen error aprox?;Modelització i Inferència;Media;Calculo;1;10;5;2;D
1851;Si p-valor=0.03 y α=0.05, ¿rechazar H0? (variante);Modelització i Inferència;Media;Calculo;Sí;Depende;No;No se puede;A
1852;¿Cuál es el error estándar de la media si s=4 y n=16?;Modelització i Inferència;Media;Calculo;1;16;4;2;A
1853;¿Cuál es el IC para μ con σ desconocido y n pequeño?;Modelització i Inferència;Media;Calculo;Normal;z;Chi-cuadrado;t de Student;D
1854;¿Cuál es el estadístico t para contrastar media?;Modelització i Inferència;Media;Calculo;media/s;μ0/s;(media-μ0)/(s/raíz(n));(media-μ0)/(s);C
1855;¿Cuál es el p-valor si rechazamos H0 con alpha=0.05?;Modelització i Inferència;Media;Calculo;Menor o igual que 0.05;No relacionado;Mayor que 0.05;Igual a 0.05;A
1856;En una tabla 2x2 con a=20 b=80 c=5 d=95 ¿odds ratio?;Modelització i Inferència;Media;Calculo;0.21;4.75;Ninguna de las anteriores;1;B
1857;IC 95% para media, n=100, s=10. Margen error aprox?;Modelització i Inferència;Media;Calculo;10;1;5;2;D
1858;IC 95% para media, n=100, s=10. Margen error aprox?;Modelització i Inferència;Media;Calculo;5;2;10;1;B
1859;¿Cuántas observaciones para estimar media con error 0.1 si σ=1?;Modelització i Inferència;Media;Calculo;~400;1000;50;100;A
1860;IC 95% para media, n=100, s=10. Margen error aprox?;Modelització i Inferència;Media;Calculo;5;2;10;1;B
1861;Si p-valor=0.03 y α=0.05, ¿rechazar H0? (variante);Modelització i Inferència;Media;Calculo;Sí;Depende;No se puede;No;A
1862;Desviación típica de 2, 4, 6, 8? (aprox);Modelització i Inferència;Media;Calculo;2;2.24;1;3;B
1863;¿Cuántas observaciones para estimar media con error 0.1 si σ=1?;Modelització i Inferència;Dificil;Calculo;~400;1000;50;100;A
1864;IC 95% para media, n=100, s=10. Margen error aprox? (variante);Modelització i Inferència;Dificil;Calculo;2;10;1;5;A
1865;¿Cuántas observaciones para estimar media con error 0.1 si σ=1? (variante);Modelització i Inferència;Dificil;Calculo;50;100;~400;1000;C
1866;IC 95% para media, n=100, s=10. Margen error aprox? (variante);Modelització i Inferència;Dificil;Calculo;1;2;5;10;B
1867;¿Cuál es el margen de error si IC 95% tiene amplitud 4?;Modelització i Inferència;Dificil;Calculo;2;1;8;4;A
1868;¿Cuál es el número de re-muestras típico en bootstrap?;Modelització i Inferència;Dificil;Calculo;n;10;100 o 1000;10000;C
1869;Beam size 4 ¿cuántas hipótesis mantener?;Modelització i Inferència;Dificil;Calculo;Ninguna de las anteriores;2;8;4;D
1870;¿Cuál es la desviación estándar de la media con s=4 y n=16?;Modelització i Inferència;Dificil;Calculo;16;2;1;4;C
1871;En un test de hipotesis, si la potencia es 0.8 y alpha=0.05, que significa?;Modelització i Inferència;Dificil;Calculo;P(rechazar H0|H0 cierta)=0.05;P(no rechazar H0|H1 cierta)=0.2;P(rechazar H0|H1 cierta)=0.8;P(aceptar H1|H0 cierta)=0.05;C
1872;En un test de hipotesis, si la potencia es 0.8 y alpha=0.05, que significa?;Modelització i Inferència;Dificil;Calculo;P(rechazar H0|H1 cierta)=0.8;P(no rechazar H0|H1 cierta)=0.2;P(rechazar H0|H0 cierta)=0.05;P(aceptar H1|H0 cierta)=0.05;A
1873;En un test de hipotesis, si la potencia es 0.8 y alpha=0.05, que significa? (concepto);Modelització i Inferència;Dificil;Calculo;P(aceptar H1|H0 cierta)=0.05;P(no rechazar H0|H1 cierta)=0.2;P(rechazar H0|H1 cierta)=0.8;P(rechazar H0|H0 cierta)=0.05;C
1874;En un test de hipotesis, si la potencia es 0.8 y alpha=0.05, que significa?;Modelització i Inferència;Dificil;Calculo;P(rechazar H0|H0 cierta)=0.05;P(no rechazar H0|H1 cierta)=0.2;P(aceptar H1|H0 cierta)=0.05;P(rechazar H0|H1 cierta)=0.8;D
1875;En un test de hipotesis, si la potencia es 0.8 y alpha=0.05, que significa? (concepto);Modelització i Inferència;Dificil;Calculo;P(rechazar H0|H0 cierta)=0.05;P(rechazar H0|H1 cierta)=0.8;P(no rechazar H0|H1 cierta)=0.2;P(aceptar H1|H0 cierta)=0.05;B
1876;¿Qué es un modelo de eventos discretos?;Modelització i Simulació;Facil;Teoria;Sistema que cambia en instantes discretos;Red neuronal;Modelo continuo;Ecuación diferencial;A
1877;¿Qué es el reloj de simulación?;Modelització i Simulació;Facil;Teoria;Tiempo real;Variable que avanza el tiempo simulado;Timestamp;Contador de iteraciones;B
1878;¿Cómo se define la simulación de Monte Carlo?;Modelització i Simulació;Facil;Teoria;Optimización lineal;Regresión;Muestreo aleatorio para estimar cantidades;Simulación determinística;C
1879;¿Cómo se define el reloj de simulación?;Modelització i Simulació;Facil;Teoria;Variable que avanza el tiempo simulado;Tiempo real;Contador de iteraciones;Timestamp;A
1880;¿Cómo se define el reloj de simulación?;Modelització i Simulació;Facil;Teoria;Variable que avanza el tiempo simulado;Timestamp;Contador de iteraciones;Tiempo real;A
1881;¿Qué es la simulación de Monte Carlo?;Modelització i Simulació;Facil;Teoria;Simulación determinística;Muestreo aleatorio para estimar cantidades;Optimización lineal;Regresión;B
1882;¿Cómo se define un modelo de eventos discretos?;Modelització i Simulació;Facil;Teoria;Ecuación diferencial;Modelo continuo;Red neuronal;Sistema que cambia en instantes discretos;D
1883;¿Qué es un modelo de eventos discretos?;Modelització i Simulació;Facil;Teoria;Modelo continuo;Sistema que cambia en instantes discretos;Ecuación diferencial;Red neuronal;B
1884;¿Cómo se define el reloj de simulación?;Modelització i Simulació;Facil;Teoria;Variable que avanza el tiempo simulado;Timestamp;Contador de iteraciones;Tiempo real;A
1885;¿Qué es la simulación de Monte Carlo?;Modelització i Simulació;Facil;Teoria;Simulación determinística;Muestreo aleatorio para estimar cantidades;Optimización lineal;Regresión;B
1886;¿Qué es la simulación multiescala?;Modelització i Simulació;Facil;Teoria;Híbrida;Acopla modelos a diferentes escalas espaciales o temporales;Discreta;Monoescala;B
1887;¿Qué es la simulación de Monte Carlo?;Modelització i Simulació;Facil;Teoria;Optimización lineal;Muestreo aleatorio para estimar cantidades;Simulación determinística;Regresión;B
1888;¿Qué es la validación de un modelo?;Modelització i Simulació;Facil;Teoria;Documentación;Verificar sintaxis;Comprobar que el modelo representa bien la realidad;Depuración;C
1889;¿Qué es la lista de eventos (event list)?;Modelització i Simulació;Media;Teoria;Historial de ejecución;Cola ordenada de eventos futuros en simulación;Lista de procesos;Log de errores;B
1890;¿Qué es la simulación en tiempo real?;Modelització i Simulació;Media;Teoria;Resultados sincronizados con el tiempo físico;Batch;Offline;Monte Carlo;A
1891;¿Qué es la lista de eventos (event list)?;Modelització i Simulació;Media;Teoria;Cola ordenada de eventos futuros en simulación;Lista de procesos;Historial de ejecución;Log de errores;A
1892;¿Qué es la verificación de un modelo?;Modelització i Simulació;Media;Teoria;Sensibilidad;Calibración;Validación con datos reales;Comprobar que la implementación es correcta;D
1893;¿Cómo se define la validación de un modelo?;Modelització i Simulació;Media;Teoria;Comprobar que el modelo representa bien la realidad;Verificar sintaxis;Depuración;Documentación;A
1894;¿Cómo se define la validación de un modelo?;Modelització i Simulació;Media;Teoria;Verificar sintaxis;Documentación;Comprobar que el modelo representa bien la realidad;Depuración;C
1895;¿Cómo se define la validación de un modelo?;Modelització i Simulació;Media;Teoria;Documentación;Comprobar que el modelo representa bien la realidad;Depuración;Verificar sintaxis;B
1896;¿Cómo se define la verificación de un modelo?;Modelització i Simulació;Media;Teoria;Calibración;Validación con datos reales;Comprobar que la implementación es correcta;Sensibilidad;C
